TIME,Sor-LATITUDE,Sor-LONGITUDE,Sor-Optode-63,Sor-Temperature-63,Sor-Tide-63,Sor-Conductivity-63,Sor-Pressure-63,Nord-LATITUDE,Nord-LONGITUDE,Nord-Temperature-23,Nord-Tide-23,Nord-Optode-23,Nord-Conductivity-23,Nord-Pressure-23
2022-05-12 22:00:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.78359985,10.78059959,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 22:30:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.78989983,10.78559971,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 23:00:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.8210001,10.81869984,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 23:30:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.84500027,10.84080029,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-13 00:00:00,60.08598328,5.279067039,7.170959949,7.174119949,7.140900135,7.146959782,-999.0,60.09053421,5.263899803,8.243020058,8.231699944,8.233400345,8.222080231,-999.0
2022-05-13 00:30:00,60.08598328,5.279067039,7.175529957,7.175459862,7.145470142,7.149479866,-999.0,60.09053421,5.263899803,8.241000175,8.233360291,8.239469528,8.228079796,-999.0
2022-05-13 01:00:00,60.08598328,5.279067039,7.176050186,7.176859856,7.143869877,7.14744997,-999.0,60.09053421,5.263899803,8.249500275,8.240790367,8.248000145,8.236800194,-999.0
2022-05-13 01:30:00,60.08598328,5.279067039,7.181940079,7.185029984,7.152339935,7.156960011,-999.0,60.09053421,5.263899803,8.241740227,8.226909637,8.239020348,8.219880104,-999.0
2022-05-13 02:00:00,60.08598328,5.279067039,7.177370071,7.176609993,7.146520138,7.149680138,-999.0,60.09053421,5.263899803,8.226810455,8.21942997,8.229949951,8.20788002,-999.0
2022-05-13 02:30:00,60.08598328,5.279067039,7.184080124,7.185929775,7.153269768,7.157179832,-999.0,60.09053421,5.263899803,8.258979797,8.243780136,8.253339767,8.240099907,-999.0
2022-05-13 03:00:00,60.08598328,5.279067039,7.178209782,7.175389767,7.144340038,7.147170067,-999.0,60.09053421,5.263899803,8.298339844,8.289299965,8.291649818,8.284779549,-999.0
2022-05-13 03:30:00,60.08598328,5.279067039,7.174739838,7.173860073,7.143070221,7.146949768,-999.0,60.09053421,5.263899803,8.289469719,8.279410362,8.284629822,8.274800301,-999.0
2022-05-13 04:00:00,60.08598328,5.279067039,7.174260139,7.173039913,7.143020153,7.146699905,-999.0,60.09053421,5.263899803,8.230250359,8.219479561,8.233559608,8.213950157,-999.0
2022-05-13 04:30:00,60.08598328,5.279067039,7.176400185,7.175320148,7.14346981,7.147649765,-999.0,60.09053421,5.263899803,8.228480339,8.215319633,8.21930027,8.209679604,-999.0
2022-05-13 05:00:00,60.08598328,5.279067039,7.177110195,7.178649902,7.146019936,7.150700092,-999.0,60.09053421,5.263899803,8.195579529,8.184829712,8.190179825,8.179900169,-999.0
2022-05-13 05:30:00,60.08598328,5.279067039,7.175660133,7.177690029,7.144239902,7.149280071,-999.0,60.09053421,5.263899803,8.189109802,8.176380157,8.184029579,8.171689987,-999.0
2022-05-13 06:00:00,60.08598328,5.279067039,7.203380108,7.209959984,7.178530216,7.184259892,-999.0,60.09053421,5.263899803,8.185609818,8.173069954,8.176480293,8.163149834,-999.0
2022-05-13 06:30:00,60.08598328,5.279067039,7.203219891,7.207489967,7.175310135,7.180490017,-999.0,60.09053421,5.263899803,8.192629814,8.181500435,8.185370445,8.17566967,-999.0
2022-05-13 07:00:00,60.08598328,5.279067039,7.206369877,7.193500042,7.163770199,7.169360161,-999.0,60.09053421,5.263899803,8.174309731,8.163459778,8.165309906,8.156419754,-999.0
2022-05-13 07:30:00,60.08598328,5.279067039,7.199150085,7.193109989,7.164070129,7.163459778,-999.0,60.09053421,5.263899803,8.189249992,8.179780006,8.184849739,8.171569824,-999.0
